geo;freq;siec;nrg_cons;unit;tax;currency;period;value;year;semester
SE;S;E7000;KWH1000-2499;KWH;X_VAT;EUR;2018-S2;0.1894;2018;S2
SI;S;E7000;KWH1000-2499;KWH;X_VAT;EUR;2018-S2;0.1664;2018;S2
SK;S;E7000;KWH1000-2499;KWH;X_VAT;EUR;2018-S2;0.1402;2018;S2
TR;S;E7000;KWH1000-2499;KWH;X_VAT;EUR;2018-S2;0.0728;2018;S2
UA;S;E7000;KWH1000-2499;KWH;X_VAT;EUR;2018-S2;0.03;2018;S2
UK;S;E7000;KWH1000-2499;KWH;X_VAT;EUR;2018-S2;0.2167;2018;S2
XK;S;E7000;KWH1000-2499;KWH;X_VAT;EUR;2018-S2;0.0623;2018;S2
AL;S;E7000;KWH2500-4999;KWH;I_TAX;EUR;2018-S2;0.091;2018;S2
AT;S;E7000;KWH2500-4999;KWH;I_TAX;EUR;2018-S2;0.2012;2018;S2
BA;S;E7000;KWH2500-4999;KWH;I_TAX;EUR;2018-S2;0.0871;2018;S2
BE;S;E7000;KWH2500-4999;KWH;I_TAX;EUR;2018-S2;0.2936;2018;S2
BG;S;E7000;KWH2500-4999;KWH;I_TAX;EUR;2018-S2;0.1005;2018;S2
CY;S;E7000;KWH2500-4999;KWH;I_TAX;EUR;2018-S2;0.2183;2018;S2
CZ;S;E7000;KWH2500-4999;KWH;I_TAX;EUR;2018-S2;0.1586;2018;S2
DE;S;E7000;KWH2500-4999;KWH;I_TAX;EUR;2018-S2;0.3;2018;S2
DK;S;E7000;KWH2500-4999;KWH;I_TAX;EUR;2018-S2;0.3123;2018;S2
EA;S;E7000;KWH2500-4999;KWH;I_TAX;EUR;2018-S2;0.2274;2018;S2
EE;S;E7000;KWH2500-4999;KWH;I_TAX;EUR;2018-S2;0.1418;2018;S2
EL;S;E7000;KWH2500-4999;KWH;I_TAX;EUR;2018-S2;0.1646;2018;S2
ES;S;E7000;KWH2500-4999;KWH;I_TAX;EUR;2018-S2;0.2477;2018;S2
FI;S;E7000;KWH2500-4999;KWH;I_TAX;EUR;2018-S2;0.1698;2018;S2
FR;S;E7000;KWH2500-4999;KWH;I_TAX;EUR;2018-S2;0.1799;2018;S2
GE;S;E7000;KWH2500-4999;KWH;I_TAX;EUR;2018-S2;0.0741;2018;S2
HR;S;E7000;KWH2500-4999;KWH;I_TAX;EUR;2018-S2;0.1321;2018;S2
HU;S;E7000;KWH2500-4999;KWH;I_TAX;EUR;2018-S2;0.1118;2018;S2
IE;S;E7000;KWH2500-4999;KWH;I_TAX;EUR;2018-S2;0.2539;2018;S2
IS;S;E7000;KWH2500-4999;KWH;I_TAX;EUR;2018-S2;0.1457;2018;S2
IT;S;E7000;KWH2500-4999;KWH;I_TAX;EUR;2018-S2;0.2161;2018;S2
LI;S;E7000;KWH2500-4999;KWH;I_TAX;EUR;2018-S2;0.1962;2018;S2
LT;S;E7000;KWH2500-4999;KWH;I_TAX;EUR;2018-S2;0.1097;2018;S2
LU;S;E7000;KWH2500-4999;KWH;I_TAX;EUR;2018-S2;0.1691;2018;S2
LV;S;E7000;KWH2500-4999;KWH;I_TAX;EUR;2018-S2;0.1511;2018;S2
MD;S;E7000;KWH2500-4999;KWH;I_TAX;EUR;2018-S2;0.1029;2018;S2
ME;S;E7000;KWH2500-4999;KWH;I_TAX;EUR;2018-S2;0.103;2018;S2
MK;S;E7000;KWH2500-4999;KWH;I_TAX;EUR;2018-S2;0.0787;2018;S2
MT;S;E7000;KWH2500-4999;KWH;I_TAX;EUR;2018-S2;0.1307;2018;S2
NL;S;E7000;KWH2500-4999;KWH;I_TAX;EUR;2018-S2;0.18;2018;S2
NO;S;E7000;KWH2500-4999;KWH;I_TAX;EUR;2018-S2;0.1907;2018;S2
PL;S;E7000;KWH2500-4999;KWH;I_TAX;EUR;2018-S2;0.1396;2018;S2
PT;S;E7000;KWH2500-4999;KWH;I_TAX;EUR;2018-S2;0.2293;2018;S2
RO;S;E7000;KWH2500-4999;KWH;I_TAX;EUR;2018-S2;0.1317;2018;S2
RS;S;E7000;KWH2500-4999;KWH;I_TAX;EUR;2018-S2;0.0709;2018;S2
SE;S;E7000;KWH2500-4999;KWH;I_TAX;EUR;2018-S2;0.2049;2018;S2
SI;S;E7000;KWH2500-4999;KWH;I_TAX;EUR;2018-S2;0.1638;2018;S2
SK;S;E7000;KWH2500-4999;KWH;I_TAX;EUR;2018-S2;0.1462;2018;S2
TR;S;E7000;KWH2500-4999;KWH;I_TAX;EUR;2018-S2;0.0857;2018;S2
UA;S;E7000;KWH2500-4999;KWH;I_TAX;EUR;2018-S2;0.041;2018;S2
UK;S;E7000;KWH2500-4999;KWH;I_TAX;EUR;2018-S2;0.2024;2018;S2
XK;S;E7000;KWH2500-4999;KWH;I_TAX;EUR;2018-S2;0.0638;2018;S2
AL;S;E7000;KWH2500-4999;KWH;X_TAX;EUR;2018-S2;0.0759;2018;S2
AT;S;E7000;KWH2500-4999;KWH;X_TAX;EUR;2018-S2;0.1265;2018;S2
BA;S;E7000;KWH2500-4999;KWH;X_TAX;EUR;2018-S2;0.0729;2018;S2
BE;S;E7000;KWH2500-4999;KWH;X_TAX;EUR;2018-S2;0.1976;2018;S2
BG;S;E7000;KWH2500-4999;KWH;X_TAX;EUR;2018-S2;0.0838;2018;S2
CY;S;E7000;KWH2500-4999;KWH;X_TAX;EUR;2018-S2;0.1745;2018;S2
CZ;S;E7000;KWH2500-4999;KWH;X_TAX;EUR;2018-S2;0.1299;2018;S2
DE;S;E7000;KWH2500-4999;KWH;X_TAX;EUR;2018-S2;0.1378;2018;S2
DK;S;E7000;KWH2500-4999;KWH;X_TAX;EUR;2018-S2;0.1116;2018;S2
EA;S;E7000;KWH2500-4999;KWH;X_TAX;EUR;2018-S2;0.1393;2018;S2
EE;S;E7000;KWH2500-4999;KWH;X_TAX;EUR;2018-S2;0.1048;2018;S2
EL;S;E7000;KWH2500-4999;KWH;X_TAX;EUR;2018-S2;0.1125;2018;S2
ES;S;E7000;KWH2500-4999;KWH;X_TAX;EUR;2018-S2;0.1947;2018;S2
FI;S;E7000;KWH2500-4999;KWH;X_TAX;EUR;2018-S2;0.1144;2018;S2
FR;S;E7000;KWH2500-4999;KWH;X_TAX;EUR;2018-S2;0.1168;2018;S2
GE;S;E7000;KWH2500-4999;KWH;X_TAX;EUR;2018-S2;0.0628;2018;S2
HR;S;E7000;KWH2500-4999;KWH;X_TAX;EUR;2018-S2;0.1028;2018;S2
HU;S;E7000;KWH2500-4999;KWH;X_TAX;EUR;2018-S2;0.088;2018;S2
IE;S;E7000;KWH2500-4999;KWH;X_TAX;EUR;2018-S2;0.2006;2018;S2
IS;S;E7000;KWH2500-4999;KWH;X_TAX;EUR;2018-S2;0.1152;2018;S2
IT;S;E7000;KWH2500-4999;KWH;X_TAX;EUR;2018-S2;0.1416;2018;S2
LI;S;E7000;KWH2500-4999;KWH;X_TAX;EUR;2018-S2;0.169;2018;S2
LT;S;E7000;KWH2500-4999;KWH;X_TAX;EUR;2018-S2;0.0771;2018;S2
LU;S;E7000;KWH2500-4999;KWH;X_TAX;EUR;2018-S2;0.1302;2018;S2
LV;S;E7000;KWH2500-4999;KWH;X_TAX;EUR;2018-S2;0.1041;2018;S2
MD;S;E7000;KWH2500-4999;KWH;X_TAX;EUR;2018-S2;0.096;2018;S2
ME;S;E7000;KWH2500-4999;KWH;X_TAX;EUR;2018-S2;0.0829;2018;S2
MK;S;E7000;KWH2500-4999;KWH;X_TAX;EUR;2018-S2;0.0667;2018;S2
MT;S;E7000;KWH2500-4999;KWH;X_TAX;EUR;2018-S2;0.123;2018;S2
NL;S;E7000;KWH2500-4999;KWH;X_TAX;EUR;2018-S2;0.128;2018;S2
NO;S;E7000;KWH2500-4999;KWH;X_TAX;EUR;2018-S2;0.1382;2018;S2
PL;S;E7000;KWH2500-4999;KWH;X_TAX;EUR;2018-S2;0.0889;2018;S2
PT;S;E7000;KWH2500-4999;KWH;X_TAX;EUR;2018-S2;0.1028;2018;S2
RO;S;E7000;KWH2500-4999;KWH;X_TAX;EUR;2018-S2;0.0964;2018;S2
RS;S;E7000;KWH2500-4999;KWH;X_TAX;EUR;2018-S2;0.0542;2018;S2
SE;S;E7000;KWH2500-4999;KWH;X_TAX;EUR;2018-S2;0.132;2018;S2
SI;S;E7000;KWH2500-4999;KWH;X_TAX;EUR;2018-S2;0.1125;2018;S2
SK;S;E7000;KWH2500-4999;KWH;X_TAX;EUR;2018-S2;0.0849;2018;S2
TR;S;E7000;KWH2500-4999;KWH;X_TAX;EUR;2018-S2;0.0688;2018;S2
UA;S;E7000;KWH2500-4999;KWH;X_TAX;EUR;2018-S2;0.0342;2018;S2
UK;S;E7000;KWH2500-4999;KWH;X_TAX;EUR;2018-S2;0.1401;2018;S2
XK;S;E7000;KWH2500-4999;KWH;X_TAX;EUR;2018-S2;0.0579;2018;S2
AL;S;E7000;KWH2500-4999;KWH;X_VAT;EUR;2018-S2;0.0759;2018;S2
AT;S;E7000;KWH2500-4999;KWH;X_VAT;EUR;2018-S2;0.1676;2018;S2
BA;S;E7000;KWH2500-4999;KWH;X_VAT;EUR;2018-S2;0.0744;2018;S2
BE;S;E7000;KWH2500-4999;KWH;X_VAT;EUR;2018-S2;0.2436;2018;S2
BG;S;E7000;KWH2500-4999;KWH;X_VAT;EUR;2018-S2;0.0838;2018;S2
CY;S;E7000;KWH2500-4999;KWH;X_VAT;EUR;2018-S2;0.185;2018;S2
CZ;S;E7000;KWH2500-4999;KWH;X_VAT;EUR;2018-S2;0.1311;2018;S2
DE;S;E7000;KWH2500-4999;KWH;X_VAT;EUR;2018-S2;0.2521;2018;S2
DK;S;E7000;KWH2500-4999;KWH;X_VAT;EUR;2018-S2;0.2499;2018;S2
EA;S;E7000;KWH2500-4999;KWH;X_VAT;EUR;2018-S2;0.1931;2018;S2
EE;S;E7000;KWH2500-4999;KWH;X_VAT;EUR;2018-S2;0.1182;2018;S2
EL;S;E7000;KWH2500-4999;KWH;X_VAT;EUR;2018-S2;0.1458;2018;S2
ES;S;E7000;KWH2500-4999;KWH;X_VAT;EUR;2018-S2;0.2047;2018;S2
FI;S;E7000;KWH2500-4999;KWH;X_VAT;EUR;2018-S2;0.1369;2018;S2
FR;S;E7000;KWH2500-4999;KWH;X_VAT;EUR;2018-S2;0.1537;2018;S2
GE;S;E7000;KWH2500-4999;KWH;X_VAT;EUR;2018-S2;0.0628;2018;S2
HR;S;E7000;KWH2500-4999;KWH;X_VAT;EUR;2018-S2;0.1169;2018;S2
HU;S;E7000;KWH2500-4999;KWH;X_VAT;EUR;2018-S2;0.088;2018;S2
IE;S;E7000;KWH2500-4999;KWH;X_VAT;EUR;2018-S2;0.2237;2018;S2
IS;S;E7000;KWH2500-4999;KWH;X_VAT;EUR;2018-S2;0.1175;2018;S2
IT;S;E7000;KWH2500-4999;KWH;X_VAT;EUR;2018-S2;0.1964;2018;S2
LI;S;E7000;KWH2500-4999;KWH;X_VAT;EUR;2018-S2;0.1822;2018;S2
LT;S;E7000;KWH2500-4999;KWH;X_VAT;EUR;2018-S2;0.0906;2018;S2
LU;S;E7000;KWH2500-4999;KWH;X_VAT;EUR;2018-S2;0.1566;2018;S2
LV;S;E7000;KWH2500-4999;KWH;X_VAT;EUR;2018-S2;0.1249;2018;S2
MD;S;E7000;KWH2500-4999;KWH;X_VAT;EUR;2018-S2;0.096;2018;S2
ME;S;E7000;KWH2500-4999;KWH;X_VAT;EUR;2018-S2;0.0848;2018;S2
MK;S;E7000;KWH2500-4999;KWH;X_VAT;EUR;2018-S2;0.0667;2018;S2
MT;S;E7000;KWH2500-4999;KWH;X_VAT;EUR;2018-S2;0.1245;2018;S2
NL;S;E7000;KWH2500-4999;KWH;X_VAT;EUR;2018-S2;0.149;2018;S2
NO;S;E7000;KWH2500-4999;KWH;X_VAT;EUR;2018-S2;0.1562;2018;S2
PL;S;E7000;KWH2500-4999;KWH;X_VAT;EUR;2018-S2;0.1135;2018;S2
PT;S;E7000;KWH2500-4999;KWH;X_VAT;EUR;2018-S2;0.1864;2018;S2
RO;S;E7000;KWH2500-4999;KWH;X_VAT;EUR;2018-S2;0.1107;2018;S2
RS;S;E7000;KWH2500-4999;KWH;X_VAT;EUR;2018-S2;0.0591;2018;S2
SE;S;E7000;KWH2500-4999;KWH;X_VAT;EUR;2018-S2;0.1639;2018;S2
SI;S;E7000;KWH2500-4999;KWH;X_VAT;EUR;2018-S2;0.1342;2018;S2
SK;S;E7000;KWH2500-4999;KWH;X_VAT;EUR;2018-S2;0.1218;2018;S2
TR;S;E7000;KWH2500-4999;KWH;X_VAT;EUR;2018-S2;0.0726;2018;S2
UA;S;E7000;KWH2500-4999;KWH;X_VAT;EUR;2018-S2;0.0342;2018;S2
UK;S;E7000;KWH2500-4999;KWH;X_VAT;EUR;2018-S2;0.1927;2018;S2
XK;S;E7000;KWH2500-4999;KWH;X_VAT;EUR;2018-S2;0.0591;2018;S2
AL;S;E7000;KWH5000-14999;KWH;I_TAX;EUR;2018-S2;0.091;2018;S2
AT;S;E7000;KWH5000-14999;KWH;I_TAX;EUR;2018-S2;0.1768;2018;S2
BA;S;E7000;KWH5000-14999;KWH;I_TAX;EUR;2018-S2;0.081;2018;S2
BE;S;E7000;KWH5000-14999;KWH;I_TAX;EUR;2018-S2;0.2686;2018;S2
BG;S;E7000;KWH5000-14999;KWH;I_TAX;EUR;2018-S2;0.1011;2018;S2
CY;S;E7000;KWH5000-14999;KWH;I_TAX;EUR;2018-S2;0.2119;2018;S2
CZ;S;E7000;KWH5000-14999;KWH;I_TAX;EUR;2018-S2;0.1237;2018;S2
DE;S;E7000;KWH5000-14999;KWH;I_TAX;EUR;2018-S2;0.2805;2018;S2
DK;S;E7000;KWH5000-14999;KWH;I_TAX;EUR;2018-S2;0.2558;2018;S2
EA;S;E7000;KWH5000-14999;KWH;I_TAX;EUR;2018-S2;0.2113;2018;S2
EE;S;E7000;KWH5000-14999;KWH;I_TAX;EUR;2018-S2;0.1356;2018;S2
EL;S;E7000;KWH5000-14999;KWH;I_TAX;EUR;2018-S2;0.1719;2018;S2
ES;S;E7000;KWH5000-14999;KWH;I_TAX;EUR;2018-S2;0.2159;2018;S2
FI;S;E7000;KWH5000-14999;KWH;I_TAX;EUR;2018-S2;0.145;2018;S2
FR;S;E7000;KWH5000-14999;KWH;I_TAX;EUR;2018-S2;0.1629;2018;S2
GE;S;E7000;KWH5000-14999;KWH;I_TAX;EUR;2018-S2;0.0829;2018;S2
HR;S;E7000;KWH5000-14999;KWH;I_TAX;EUR;2018-S2;0.1275;2018;S2
HU;S;E7000;KWH5000-14999;KWH;I_TAX;EUR;2018-S2;0.1102;2018;S2
IE;S;E7000;KWH5000-14999;KWH;I_TAX;EUR;2018-S2;0.2157;2018;S2
IS;S;E7000;KWH5000-14999;KWH;I_TAX;EUR;2018-S2;0.1302;2018;S2
IT;S;E7000;KWH5000-14999;KWH;I_TAX;EUR;2018-S2;0.2167;2018;S2
LI;S;E7000;KWH5000-14999;KWH;I_TAX;EUR;2018-S2;0.1809;2018;S2
LT;S;E7000;KWH5000-14999;KWH;I_TAX;EUR;2018-S2;0.1057;2018;S2
LU;S;E7000;KWH5000-14999;KWH;I_TAX;EUR;2018-S2;0.1464;2018;S2
LV;S;E7000;KWH5000-14999;KWH;I_TAX;EUR;2018-S2;0.1447;2018;S2
MD;S;E7000;KWH5000-14999;KWH;I_TAX;EUR;2018-S2;0.0987;2018;S2
ME;S;E7000;KWH5000-14999;KWH;I_TAX;EUR;2018-S2;0.0989;2018;S2
MK;S;E7000;KWH5000-14999;KWH;I_TAX;EUR;2018-S2;0.0783;2018;S2
MT;S;E7000;KWH5000-14999;KWH;I_TAX;EUR;2018-S2;0.1511;2018;S2
NL;S;E7000;KWH5000-14999;KWH;I_TAX;EUR;2018-S2;0.194;2018;S2
NO;S;E7000;KWH5000-14999;KWH;I_TAX;EUR;2018-S2;0.1434;2018;S2
PL;S;E7000;KWH5000-14999;KWH;I_TAX;EUR;2018-S2;0.1297;2018;S2
PT;S;E7000;KWH5000-14999;KWH;I_TAX;EUR;2018-S2;0.2183;2018;S2
RO;S;E7000;KWH5000-14999;KWH;I_TAX;EUR;2018-S2;0.1287;2018;S2
RS;S;E7000;KWH5000-14999;KWH;I_TAX;EUR;2018-S2;0.0708;2018;S2
SE;S;E7000;KWH5000-14999;KWH;I_TAX;EUR;2018-S2;0.1763;2018;S2
SI;S;E7000;KWH5000-14999;KWH;I_TAX;EUR;2018-S2;0.1424;2018;S2
SK;S;E7000;KWH5000-14999;KWH;I_TAX;EUR;2018-S2;0.1274;2018;S2
TR;S;E7000;KWH5000-14999;KWH;I_TAX;EUR;2018-S2;0.0853;2018;S2
UA;S;E7000;KWH5000-14999;KWH;I_TAX;EUR;2018-S2;0.0405;2018;S2
UK;S;E7000;KWH5000-14999;KWH;I_TAX;EUR;2018-S2;0.1846;2018;S2
XK;S;E7000;KWH5000-14999;KWH;I_TAX;EUR;2018-S2;0.0596;2018;S2
AL;S;E7000;KWH5000-14999;KWH;X_TAX;EUR;2018-S2;0.0759;2018;S2
AT;S;E7000;KWH5000-14999;KWH;X_TAX;EUR;2018-S2;0.1133;2018;S2
BA;S;E7000;KWH5000-14999;KWH;X_TAX;EUR;2018-S2;0.0675;2018;S2
BE;S;E7000;KWH5000-14999;KWH;X_TAX;EUR;2018-S2;0.1788;2018;S2
BG;S;E7000;KWH5000-14999;KWH;X_TAX;EUR;2018-S2;0.0843;2018;S2
CY;S;E7000;KWH5000-14999;KWH;X_TAX;EUR;2018-S2;0.1692;2018;S2
CZ;S;E7000;KWH5000-14999;KWH;X_TAX;EUR;2018-S2;0.1012;2018;S2
DE;S;E7000;KWH5000-14999;KWH;X_TAX;EUR;2018-S2;0.1226;2018;S2
DK;S;E7000;KWH5000-14999;KWH;X_TAX;EUR;2018-S2;0.1047;2018;S2
EA;S;E7000;KWH5000-14999;KWH;X_TAX;EUR;2018-S2;0.1231;2018;S2
EE;S;E7000;KWH5000-14999;KWH;X_TAX;EUR;2018-S2;0.0996;2018;S2
EL;S;E7000;KWH5000-14999;KWH;X_TAX;EUR;2018-S2;0.1099;2018;S2
ES;S;E7000;KWH5000-14999;KWH;X_TAX;EUR;2018-S2;0.1697;2018;S2
FI;S;E7000;KWH5000-14999;KWH;X_TAX;EUR;2018-S2;0.0944;2018;S2
FR;S;E7000;KWH5000-14999;KWH;X_TAX;EUR;2018-S2;0.1032;2018;S2
GE;S;E7000;KWH5000-14999;KWH;X_TAX;EUR;2018-S2;0.0703;2018;S2
HR;S;E7000;KWH5000-14999;KWH;X_TAX;EUR;2018-S2;0.0987;2018;S2
HU;S;E7000;KWH5000-14999;KWH;X_TAX;EUR;2018-S2;0.0868;2018;S2
IE;S;E7000;KWH5000-14999;KWH;X_TAX;EUR;2018-S2;0.1777;2018;S2
IS;S;E7000;KWH5000-14999;KWH;X_TAX;EUR;2018-S2;0.1028;2018;S2
IT;S;E7000;KWH5000-14999;KWH;X_TAX;EUR;2018-S2;0.1276;2018;S2
LI;S;E7000;KWH5000-14999;KWH;X_TAX;EUR;2018-S2;0.1548;2018;S2
LT;S;E7000;KWH5000-14999;KWH;X_TAX;EUR;2018-S2;0.0738;2018;S2
LU;S;E7000;KWH5000-14999;KWH;X_TAX;EUR;2018-S2;0.1091;2018;S2
LV;S;E7000;KWH5000-14999;KWH;X_TAX;EUR;2018-S2;0.1004;2018;S2
MD;S;E7000;KWH5000-14999;KWH;X_TAX;EUR;2018-S2;0.0944;2018;S2
ME;S;E7000;KWH5000-14999;KWH;X_TAX;EUR;2018-S2;0.0807;2018;S2
MK;S;E7000;KWH5000-14999;KWH;X_TAX;EUR;2018-S2;0.0663;2018;S2
MT;S;E7000;KWH5000-14999;KWH;X_TAX;EUR;2018-S2;0.1424;2018;S2
NL;S;E7000;KWH5000-14999;KWH;X_TAX;EUR;2018-S2;0.091;2018;S2
NO;S;E7000;KWH5000-14999;KWH;X_TAX;EUR;2018-S2;0.0994;2018;S2
PL;S;E7000;KWH5000-14999;KWH;X_TAX;EUR;2018-S2;0.0832;2018;S2
PT;S;E7000;KWH5000-14999;KWH;X_TAX;EUR;2018-S2;0.0991;2018;S2
RO;S;E7000;KWH5000-14999;KWH;X_TAX;EUR;2018-S2;0.0939;2018;S2
RS;S;E7000;KWH5000-14999;KWH;X_TAX;EUR;2018-S2;0.0542;2018;S2
SE;S;E7000;KWH5000-14999;KWH;X_TAX;EUR;2018-S2;0.1091;2018;S2
SI;S;E7000;KWH5000-14999;KWH;X_TAX;EUR;2018-S2;0.1028;2018;S2
SK;S;E7000;KWH5000-14999;KWH;X_TAX;EUR;2018-S2;0.0693;2018;S2
TR;S;E7000;KWH5000-14999;KWH;X_TAX;EUR;2018-S2;0.0685;2018;S2
UA;S;E7000;KWH5000-14999;KWH;X_TAX;EUR;2018-S2;0.0337;2018;S2
UK;S;E7000;KWH5000-14999;KWH;X_TAX;EUR;2018-S2;0.1277;2018;S2
XK;S;E7000;KWH5000-14999;KWH;X_TAX;EUR;2018-S2;0.054;2018;S2
AL;S;E7000;KWH5000-14999;KWH;X_VAT;EUR;2018-S2;0.0759;2018;S2
AT;S;E7000;KWH5000-14999;KWH;X_VAT;EUR;2018-S2;0.1474;2018;S2
BA;S;E7000;KWH5000-14999;KWH;X_VAT;EUR;2018-S2;0.0692;2018;S2
BE;S;E7000;KWH5000-14999;KWH;X_VAT;EUR;2018-S2;0.2228;2018;S2
BG;S;E7000;KWH5000-14999;KWH;X_VAT;EUR;2018-S2;0.0843;2018;S2
CY;S;E7000;KWH5000-14999;KWH;X_VAT;EUR;2018-S2;0.1796;2018;S2
CZ;S;E7000;KWH5000-14999;KWH;X_VAT;EUR;2018-S2;0.1024;2018;S2
DE;S;E7000;KWH5000-14999;KWH;X_VAT;EUR;2018-S2;0.2357;2018;S2
DK;S;E7000;KWH5000-14999;KWH;X_VAT;EUR;2018-S2;0.2046;2018;S2
EA;S;E7000;KWH5000-14999;KWH;X_VAT;EUR;2018-S2;0.179;2018;S2
EE;S;E7000;KWH5000-14999;KWH;X_VAT;EUR;2018-S2;0.113;2018;S2
EL;S;E7000;KWH5000-14999;KWH;X_VAT;EUR;2018-S2;0.1523;2018;S2
ES;S;E7000;KWH5000-14999;KWH;X_VAT;EUR;2018-S2;0.1784;2018;S2
FI;S;E7000;KWH5000-14999;KWH;X_VAT;EUR;2018-S2;0.1169;2018;S2
FR;S;E7000;KWH5000-14999;KWH;X_VAT;EUR;2018-S2;0.1378;2018;S2
GE;S;E7000;KWH5000-14999;KWH;X_VAT;EUR;2018-S2;0.0703;2018;S2
HR;S;E7000;KWH5000-14999;KWH;X_VAT;EUR;2018-S2;0.1128;2018;S2
HU;S;E7000;KWH5000-14999;KWH;X_VAT;EUR;2018-S2;0.0868;2018;S2
IE;S;E7000;KWH5000-14999;KWH;X_VAT;EUR;2018-S2;0.1899;2018;S2
IS;S;E7000;KWH5000-14999;KWH;X_VAT;EUR;2018-S2;0.105;2018;S2
IT;S;E7000;KWH5000-14999;KWH;X_VAT;EUR;2018-S2;0.1958;2018;S2
LI;S;E7000;KWH5000-14999;KWH;X_VAT;EUR;2018-S2;0.168;2018;S2
LT;S;E7000;KWH5000-14999;KWH;X_VAT;EUR;2018-S2;0.0873;2018;S2
LU;S;E7000;KWH5000-14999;KWH;X_VAT;EUR;2018-S2;0.1355;2018;S2
LV;S;E7000;KWH5000-14999;KWH;X_VAT;EUR;2018-S2;0.1196;2018;S2
MD;S;E7000;KWH5000-14999;KWH;X_VAT;EUR;2018-S2;0.0944;2018;S2
ME;S;E7000;KWH5000-14999;KWH;X_VAT;EUR;2018-S2;0.0814;2018;S2
MK;S;E7000;KWH5000-14999;KWH;X_VAT;EUR;2018-S2;0.0663;2018;S2
MT;S;E7000;KWH5000-14999;KWH;X_VAT;EUR;2018-S2;0.1439;2018;S2
NL;S;E7000;KWH5000-14999;KWH;X_VAT;EUR;2018-S2;0.16;2018;S2
NO;S;E7000;KWH5000-14999;KWH;X_VAT;EUR;2018-S2;0.1174;2018;S2
PL;S;E7000;KWH5000-14999;KWH;X_VAT;EUR;2018-S2;0.1054;2018;S2
PT;S;E7000;KWH5000-14999;KWH;X_VAT;EUR;2018-S2;0.1775;2018;S2
RO;S;E7000;KWH5000-14999;KWH;X_VAT;EUR;2018-S2;0.1082;2018;S2
RS;S;E7000;KWH5000-14999;KWH;X_VAT;EUR;2018-S2;0.059;2018;S2
SE;S;E7000;KWH5000-14999;KWH;X_VAT;EUR;2018-S2;0.141;2018;S2
SI;S;E7000;KWH5000-14999;KWH;X_VAT;EUR;2018-S2;0.1167;2018;S2
SK;S;E7000;KWH5000-14999;KWH;X_VAT;EUR;2018-S2;0.1062;2018;S2
TR;S;E7000;KWH5000-14999;KWH;X_VAT;EUR;2018-S2;0.0723;2018;S2
UA;S;E7000;KWH5000-14999;KWH;X_VAT;EUR;2018-S2;0.0337;2018;S2
UK;S;E7000;KWH5000-14999;KWH;X_VAT;EUR;2018-S2;0.1758;2018;S2
XK;S;E7000;KWH5000-14999;KWH;X_VAT;EUR;2018-S2;0.0552;2018;S2
AL;S;E7000;KWH_GE15000;KWH;I_TAX;EUR;2018-S2;0.091;2018;S2
AT;S;E7000;KWH_GE15000;KWH;I_TAX;EUR;2018-S2;0.1602;2018;S2
BA;S;E7000;KWH_GE15000;KWH;I_TAX;EUR;2018-S2;0.0752;2018;S2
BE;S;E7000;KWH_GE15000;KWH;I_TAX;EUR;2018-S2;0.2321;2018;S2
BG;S;E7000;KWH_GE15000;KWH;I_TAX;EUR;2018-S2;0.1;2018;S2
CY;S;E7000;KWH_GE15000;KWH;I_TAX;EUR;2018-S2;0.2101;2018;S2
CZ;S;E7000;KWH_GE15000;KWH;I_TAX;EUR;2018-S2;0.1221;2018;S2
DE;S;E7000;KWH_GE15000;KWH;I_TAX;EUR;2018-S2;0.2594;2018;S2
DK;S;E7000;KWH_GE15000;KWH;I_TAX;EUR;2018-S2;0.2357;2018;S2
EA;S;E7000;KWH_GE15000;KWH;I_TAX;EUR;2018-S2;0.1948;2018;S2
EE;S;E7000;KWH_GE15000;KWH;I_TAX;EUR;2018-S2;0.1273;2018;S2
EL;S;E7000;KWH_GE15000;KWH;I_TAX;EUR;2018-S2;0.214;2018;S2
ES;S;E7000;KWH_GE15000;KWH;I_TAX;EUR;2018-S2;0.1798;2018;S2
FI;S;E7000;KWH_GE15000;KWH;I_TAX;EUR;2018-S2;0.1203;2018;S2
FR;S;E7000;KWH_GE15000;KWH;I_TAX;EUR;2018-S2;0.1556;2018;S2
GE;S;E7000;KWH_GE15000;KWH;I_TAX;EUR;2018-S2;0.0816;2018;S2
HR;S;E7000;KWH_GE15000;KWH;I_TAX;EUR;2018-S2;0.1243;2018;S2
HU;S;E7000;KWH_GE15000;KWH;I_TAX;EUR;2018-S2;0.1078;2018;S2
IE;S;E7000;KWH_GE15000;KWH;I_TAX;EUR;2018-S2;0.1756;2018;S2
IS;S;E7000;KWH_GE15000;KWH;I_TAX;EUR;2018-S2;0.0753;2018;S2
IT;S;E7000;KWH_GE15000;KWH;I_TAX;EUR;2018-S2;0.2061;2018;S2
LI;S;E7000;KWH_GE15000;KWH;I_TAX;EUR;2018-S2;0.1702;2018;S2
LT;S;E7000;KWH_GE15000;KWH;I_TAX;EUR;2018-S2;0.0981;2018;S2
LU;S;E7000;KWH_GE15000;KWH;I_TAX;EUR;2018-S2;0.1362;2018;S2
LV;S;E7000;KWH_GE15000;KWH;I_TAX;EUR;2018-S2;0.1482;2018;S2
MD;S;E7000;KWH_GE15000;KWH;I_TAX;EUR;2018-S2;0.0937;2018;S2
